SEARCH KEYWORD,MODIFIED KEYWORD,QCR KEYWORD,ATTRIBUTE EXTRACTION FLAG,SOLR EXECUTION,SOLR STATUS,ALFA EXECUTION,ALFA STATUS,MARS EXECUTION,MARS STATUS,OMNIMARS EXECUTION,OMNIMARS STATUS,CHATGPT EXECUTION,CHATGPT STATUS,MERI EXECUTION,MERI STATUS,ENSEMBLE RUN,SOLR_INFO,ALFA_INFO,MARS_INFO,OMNIMARS_INFO,CHATGPT_INFO,MERI_INFO,ID 1,NAME 1,MCAT_ACCURACY_LEVEL 1,ID 2,NAME 2,MCAT_ACCURACY_LEVEL 2,ID 3,NAME 3,MCAT_ACCURACY_LEVEL 3,ID 4,NAME 4,MCAT_ACCURACY_LEVEL 4,ID 5,NAME 5,MCAT_ACCURACY_LEVEL 5
mirror dressing table,mirror dressing table,mirror dressing table,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 13018   |   Wooden Dressing Table   |   High || 120795   |   Dressing Table Mirror Frame   |   High || 191046   |   Designer Dressing Table   |   High || 6709   |   Dressing Table   |   Medium ||  ],alfa-info: [ 6709   |   dressing table   |   High || 120795   |   dressing table mirror frame   |   High || 2911   |   table mirror   |   Medium ||  ],mars-info: [ 120795   |   dressing table mirror frame   |   High || 191046   |   designer dressing table   |   Low || 13018   |   wooden dressing table   |   Low ||  ],[],[],[],120795,Dressing Table Mirror Frame,Medium,13018,Wooden Dressing Table,Medium,6709,Dressing Table,Medium,191046,Designer Dressing Table,Medium,2911,Table Mirror,Medium
anion sanitary napkin,anion sanitary napkin,anion sanitary napkin,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 8396   |   Sanitary Napkins   |   High || 182668   |   Lady Anion Sanitary Napkins   |   High || 74006   |   Sanitary Pad   |   Medium || 112739   |   Menstrual Pad   |   Medium ||  ],alfa-info: [ 182668   |   lady anion sanitary napkins   |   High || 8396   |   sanitary napkins   |   High ||  ],mars-info: [ 182668   |   lady anion sanitary napkins   |   High || 8396   |   sanitary napkins   |   Low || 112739   |   menstrual pad   |   Low ||  ],[],[],[],182668,Lady Anion Sanitary Napkins,High,8396,Sanitary Napkins,Medium,112739,Menstrual Pad,Medium,74006,Sanitary Pad,Medium,181148,Whisper Pads,Low
pooja cabinet,pooja cabinet,pooja cabinet,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 182856   |   Pooja Shelf   |   High || 184013   |   Pooja Cupboard   |   High ||  ],alfa-info: [ 182856   |   pooja shelf   |   High || 184013   |   pooja cupboard   |   High ||  ],mars-info: [ 184013   |   pooja cupboard   |   High || 19400   |   wooden cabinet   |   Low || 182856   |   pooja shelf   |   Low ||  ],[],[],[],182856,Pooja Shelf,High,184013,Pooja Cupboard,Medium,19400,Wooden Cabinet,Medium,43406,Wooden Temples,Low,41485,Wooden Furniture,Low
call center services,call center services,call center services,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 23141   |   Call Centers   |   High || 173388   |   Inbound Call Services   |   High || 175590   |   Call Center Job Services   |   Medium || 84014   |   BPO Services   |   Medium || 132198   |   International Call Centre Services   |   Medium || 132197   |   Domestic Call Centre Services   |   Medium || 94760   |   Customer Care BPO Services   |   Medium ||  ],alfa-info: [ 23141   |   call centers   |   High || 175590   |   call center job services   |   High || 173388   |   inbound call services   |   Medium ||  ],mars-info: [ 23141   |   call centers   |   High || 175590   |   call center job services   |   Low || 84014   |   bpo services   |   Low ||  ],[],[],[],23141,Call Centers,High,175590,Call Center Job Services,Medium,173388,Inbound Call Services,Medium,84014,BPO Services,Medium,132198,International Call Centre Services,Medium
lunch service,lunch service,lunch service,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 176738   |   Meal Services   |   High || 144883   |   Food Tiffin Service   |   High || 42138   |   Catering Services   |   Medium ||  ],alfa-info: [ 176738   |   meal services   |   High || 42138   |   catering services   |   High ||  ],mars-info: [ 42138   |   catering services   |   Low || 31646   |   lunch boxes   |   Low || 176738   |   meal services   |   Low ||  ],[],[],[],176738,Meal Services,High,42138,Catering Services,Medium,144883,Food Tiffin Service,Medium,31646,Lunch Boxes,Medium,43699,Ready to Eat Food,Low
pvc laminate sheet,pvc laminate sheet,pvc laminate sheet,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 235641   |   PVC Laminates   |   High || 16924   |   Laminate Sheets   |   Medium || 12971   |   Decorative Laminates   |   Medium ||  ],alfa-info: [ 235641   |   pvc laminates   |   High || 34912   |   pvc sheets   |   Medium ||  ],mars-info: [ 235641   |   pvc laminates   |   Low || 16924   |   laminate sheets   |   Low || 34912   |   pvc sheets   |   Low ||  ],[],[],[],235641,PVC Laminates,High,16924,Laminate Sheets,Medium,34912,PVC Sheets,Medium,12971,Decorative Laminates,Medium,186206,PVC Marble Sheet,Low
bobcat b900 backhoe loader,bobcat b900 backhoe loader,bobcat b900 backhoe loader,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 22752   |   Backhoe Loader   |   High || 206688   |   Bobcat Backhoe Loader   |   Medium || 194340   |   Cat Earthmoving Machinery   |   Medium ||  ],alfa-info: [ 22752   |   backhoe loader   |   High || 206688   |   bobcat backhoe loader   |   High ||  ],mars-info: [ 22752   |   backhoe loader   |   High || 193201   |   cat backhoe loader   |   Low || 191243   |   bobcat skid steer loader   |   Low ||  ],[],[],[],22752,Backhoe Loader,High,206688,Bobcat Backhoe Loader,High,193201,CAT Backhoe Loader,Medium,194340,Cat Earthmoving Machinery,Medium,191243,Bobcat Skid Steer Loader,Medium
milk cream,milk cream,milk cream,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 161726   |   Dairy Cream   |   High || 42379   |   Milk Products   |   High || 187628   |   Amul Cream   |   Medium || 42006   |   Dairy Products   |   Medium ||  ],alfa-info: [ 161726   |   dairy cream   |   High || 42379   |   milk products   |   High ||  ],mars-info: [ 42379   |   milk products   |   High || 161726   |   dairy cream   |   Low || 21019   |   ice cream   |   Low ||  ],[],[],[],161726,Dairy Cream,High,42379,Milk Products,Medium,187628,Amul Cream,Medium,21019,Ice Cream,Medium,42006,Dairy Products,Medium
android smart led tv,android smart led tv,android smart led tv,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 203310   |   TCL LED TV   |   High || 44612   |   LED TV   |   High || 183343   |   Smart LED TV   |   High || 203249   |   TCL Smart TV   |   Medium || 180594   |   Smart TV   |   Medium || 203228   |   TCL 4K TV   |   Medium || 179884   |   Android Television   |   Medium || 55166   |   High Definition Television   |   Medium ||  ],alfa-info: [ 179884   |   android television   |   High || 183343   |   smart led tv   |   High ||  ],mars-info: [ 179884   |   android television   |   Medium || 183343   |   smart led tv   |   Low || 180594   |   smart tv   |   Low ||  ],[],[],[],179884,Android Television,High,203310,TCL LED TV,High,183343,Smart LED TV,Medium,44612,LED TV,Medium,180594,Smart TV,Medium
cotton lungies,cotton lungies,cotton lungies,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 166899   |   Cotton Lungis   |   High || 85470   |   Handloom Lungi   |   Medium || 152152   |   Cotton Dhoti   |   Medium || 85474   |   Printed Lungi   |   Medium ||  ],alfa-info: [ 166899   |   cotton lungis   |   High || 85474   |   printed lungi   |   Medium ||  ],mars-info: [ 166899   |   cotton lungis   |   High || 85474   |   printed lungi   |   Low || 85470   |   handloom lungi   |   Low ||  ],[],[],[],166899,Cotton Lungis,High,85474,Printed Lungi,Medium,85470,Handloom Lungi,Medium,152152,Cotton Dhoti,Medium,184527,Cotton Gamcha,Low
powertrac euro tractor,powertrac euro tractor,powertrac euro tractor,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 190386   |   Escorts Powertrac Tractor   |   High || 74879   |   Tractor   |   High ||  ],alfa-info: [ 190386   |   escorts powertrac tractor   |   High ||  ],mars-info: [ 190386   |   escorts powertrac tractor   |   High || 192496   |   escorts farmtrac tractor   |   Low || 74879   |   tractor   |   Low ||  ],[],[],[],190386,Escorts Powertrac Tractor,High,74879,Tractor,Medium,192496,Escorts Farmtrac Tractor,Medium,182280,Mahindra Tractor,Low,189360,Swaraj Tractor,Low
3 pin top,3 pin top,3 pin top,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 5074   |   Plug Tops   |   High || 27612   |   Plugs   |   Medium ||  ],alfa-info: [ 5074   |   plug tops   |   High ||  ],mars-info: [ 5074   |   plug tops   |   High || 118264   |   electrical plug pin   |   Low || 27612   |   plugs   |   Low ||  ],[],[],[],5074,Plug Tops,High,27612,Plugs,Medium,118264,Electrical Plug Pin,Medium,28234,Fancy Tops,Low,186145,Three Pin Socket,Low
cornstarch,cornstarch,cornstarch,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 9795   |   Maize Starch   |   High || 99682   |   Biodegradable Bowl   |   Medium || 144208   |   Maize Starch Powder   |   Medium || 38374   |   Starch Powder   |   Medium ||  ],alfa-info: [ 9795   |   maize starch   |   High || 36939   |   snack foods   |   Medium || 99682   |   biodegradable bowl   |   Medium ||  ],mars-info: [ 9795   |   maize starch   |   Medium || 4072   |   corn flakes   |   Low || 43154   |   surfactants   |   Low ||  ],[],[],[],9795,Maize Starch,High,99682,Biodegradable Bowl,Medium,36939,Snack Foods,Medium,4072,Corn Flakes,Medium,144208,Maize Starch Powder,Medium
shirting,shirting,shirting,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 11759   |   Half Sleeves T-Shirt   |   High || 105908   |   Shirt   |   Medium || 2296   |   Men T-Shirts   |   Medium || 204   |   Ladies T-Shirts   |   Medium || 178434   |   Men Formal Shirts   |   Medium || 43171   |   Printed T Shirts   |   Medium || 135647   |   Polo Men T-Shirt   |   Medium || 7745   |   Sports T Shirts   |   Medium || 10480   |   Kids Shirt   |   Medium || 78540   |   Polo T Shirt   |   Medium || 4580   |   Boys Shirts   |   Medium || 8591   |   Shirting Fabrics   |   Medium || 9997   |   Men Cotton Shirts   |   Medium || 78263   |   Round Neck T Shirt   |   Medium || 136167   |   Round Neck Men T-Shirt   |   Medium || 181480   |   Cotton Men T-Shirt   |   Medium || 135648   |   Men Printed T Shirt   |   Medium || 11198   |   Cotton T-shirts   |   Medium || 15386   |   Kids T-Shirt   |   Medium || 2893   |   T Shirts   |   Medium || 78199   |   Collar T Shirt   |   Medium || 137971   |   Ladies Cotton T Shirt   |   Medium || 88414   |   Full Sleeve T Shirt   |   Medium || 9993   |   Men Shirts   |   Medium || 182285   |   Men Check Shirt   |   Medium ||  ],alfa-info: [ 105908   |   shirt   |   High || 8591   |   shirting fabrics   |   High || 9993   |   men shirts   |   Medium ||  ],mars-info: [ 8591   |   shirting fabrics   |   Low || 9993   |   men shirts   |   Low || 105908   |   shirt   |   Low ||  ],[],[],[],105908,Shirt,Medium,8591,Shirting Fabrics,Medium,11759,Half Sleeves T-Shirt,Medium,9993,Men Shirts,Medium,2296,Men T-Shirts,Medium
dual color oled display pulse oximeters,dual color oled display pulse oximeters,dual color oled display pulse oximeters,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 444344   |   Contec Pulse Oximeter   |   Medium || 8824   |   Pulse Oximeter   |   Medium || 16028   |   Handheld Pulse Oximeter   |   Medium || 203800   |   BPL Pulse Oximeter   |   Medium ||  ],alfa-info: [ 8824   |   pulse oximeter   |   High || 16028   |   handheld pulse oximeter   |   Medium || 203798   |   masimo pulse oximeter   |   Medium ||  ],mars-info: [ 8824   |   pulse oximeter   |   Low || 189973   |   oled display   |   Low || 444344   |   contec pulse oximeter   |   Low ||  ],[],[],[],8824,Pulse Oximeter,High,444344,Contec Pulse Oximeter,High,16028,Handheld Pulse Oximeter,Medium,189973,OLED Display,Medium,203798,Masimo Pulse Oximeter,Medium
architects services,architects services,architects services,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 171574   |   Office Architectural Services   |   High || 22103   |   Architectural Consultancy   |   High || 43604   |   Architectural Services   |   Medium || 78452   |   Architectural Designing Services   |   Medium ||  ],alfa-info: [ 43604   |   architectural services   |   High || 78452   |   architectural designing services   |   High || 22103   |   architectural consultancy   |   Medium ||  ],mars-info: [ 43604   |   architectural services   |   High || 166035   |   temple architect   |   Low || 171574   |   office architectural services   |   Low ||  ],[],[],[],43604,Architectural Services,High,171574,Office Architectural Services,Medium,22103,Architectural Consultancy,Medium,78452,Architectural Designing Services,Medium,166035,Temple Architect,Medium
soluble cutting oil,soluble cutting oil,soluble cutting oil,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 156686   |   Water Soluble Cutting Oil   |   High || 12687   |   Cutting Oils   |   Medium || 39446   |   Water Soluble Oils   |   Medium ||  ],alfa-info: [ 156686   |   water soluble cutting oil   |   High || 12687   |   cutting oils   |   High || 147119   |   soluble cutting oil emulsifier   |   High ||  ],mars-info: [ 156686   |   water soluble cutting oil   |   High || 12687   |   cutting oils   |   Low || 147119   |   soluble cutting oil emulsifier   |   Low ||  ],[],[],[],156686,Water Soluble Cutting Oil,High,12687,Cutting Oils,Medium,147119,Soluble Cutting Oil Emulsifier,Medium,39446,Water Soluble Oils,Medium,30697,Industrial Oils,Low
bar,bar,bar,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 127400   |   Stainless Steel Flat Bars   |   High || 81204   |   Square Bar   |   High || 80592   |   Bright Bar   |   High || 64831   |   Hot Rolled Steel Angle Bar   |   Medium || 140368   |   Hot Rolled Bars   |   Medium || 2475   |   TMT Bars   |   Medium || 117584   |   Angle Bars   |   Medium || 1635   |   Stainless Steel Bars   |   Medium || 177228   |   TMT Steel Bars   |   Medium || 163358   |   Galvanized Iron Bar   |   Medium || 138482   |   Steel Bright Bar   |   Medium || 138110   |   Duplex Steel Bar   |   Medium || 28521   |   Flat Bars   |   Medium || 183723   |   Iron Steel Bar   |   Medium || 20495   |   Mild Steel Bars   |   Medium || 20454   |   Steel Bars   |   Medium || 126247   |   Mild Steel Round Bar   |   Medium || 135769   |   Stainless Steel Bright Bar   |   Medium || 158769   |   Iron TMT Bar   |   Medium || 140296   |   Mild Steel TMT Bars   |   Medium || 38151   |   Stainless Steel Round Bar   |   Medium || 184861   |   TATA TMT Bars   |   Medium || 153933   |   Mild Steel Bright Bar   |   Medium || 21428   |   Alloy Steel Bars   |   Medium || 182501   |   Kamdhenu TMT Bars   |   Medium || 144096   |   Steel Round Bars   |   Medium || 148694   |   Mild Steel Square Bar   |   Medium || 144641   |   Mild Steel Flat Bar   |   Medium || 182005   |   Stainless Steel 304 Round Bar   |   Medium || 38301   |   Stainless Steel Rods   |   Medium || 141739   |   Alloy Steel Rod   |   Medium || 36907   |   Round Bars   |   Medium ||  ],alfa-info: [ 22840   |   bar set   |   Medium || 20495   |   mild steel bars   |   Medium || 38151   |   stainless steel round bar   |   Medium || 126247   |   mild steel round bar   |   Medium ||  ],mars-info: [ 179914   |   soundbar   |   Low || 188570   |   bar interior designers   |   Low || 32684   |   nickel bars   |   Low ||  ],[],[],[],127400,Stainless Steel Flat Bars,Medium,22840,Bar Set,Medium,179914,Soundbar,Medium,20495,Mild Steel Bars,Medium,81204,Square Bar,Medium
mobile cases,mobile cases,mobile cases,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 33998   |   Phone Case   |   High || 180548   |   Mobile Back Cover   |   Medium || 5185   |   Mobile Cover   |   Medium || 181027   |   iPhone Mobile Cover & Cases   |   Medium || 1095   |   Leather Mobile Covers   |   Medium || 184264   |   Printed Mobile Cover   |   Medium || 96485   |   Waterproof Phone Cover   |   Medium || 178448   |   Personalized Mobile Cover   |   Medium ||  ],alfa-info: [ 33998   |   phone case   |   High ||  ],mars-info: [ 178448   |   personalized mobile cover   |   Low || 5185   |   mobile cover   |   Low || 184264   |   printed mobile cover   |   Low ||  ],[],[],[],33998,Phone Case,High,178448,Personalized Mobile Cover,Medium,5185,Mobile Cover,Medium,180548,Mobile Back Cover,Medium,184264,Printed Mobile Cover,Medium
