name,type,country,city,address,lat,lon,beds,departments,ownership,icu
Kochi Care Hospital,general hospital,India,Kochi,"510 Main Bazaar Rd, Kochi, India",9.970567,76.280639,1000,ophthalmology || orthopedics || radiology,public,True
Bhopal City Infirmary #25,specialty hospital,India,Bhopal,"599 NH 48, Bhopal, India",23.239879,77.378314,500,dental || hematology || neurosurgery || orthopedics || radiology,private,True
Jabalpur Health Institute,specialty hospital,India,Jabalpur,"990 College Rd, Jabalpur, India",23.137275,80.060516,25,dental || hematology || pediatrics || physiotherapy || pulmonology || urology,private,False
Madurai General Hospital,specialty hospital,India,Madurai,"77 Maple Ave, Madurai, India",10.000381,78.046706,500,hematology || nephrology || neurosurgery,public,True
Guwahati Health Institute #26,specialty hospital,India,Guwahati,"957 College Rd, Guwahati, India",26.148932,91.815074,50,cardiology || dental || ent || nephrology || ophthalmology || pediatrics || psychiatry || urology,public,False
Rohtak Medical College & Hospital,teaching hospital,India,Rohtak,"110 Station Rd, Rohtak, India",28.904117,76.681688,200,hematology || nephrology || neurosurgery || orthopedics || pediatrics || physiotherapy || pulmonology,private,True
Tokyo Superspeciality Hospital,specialty hospital,Japan,Tokyo,"83 Maple Ave, Tokyo, Japan",35.696904,139.68162,150,dental || gastroenterology || physiotherapy,private,True
Surat Medical Center,general hospital,India,Surat,"804 Park Ave, Surat, India",21.190609,72.84459,750,dermatology || ent || gynecology || nephrology || neurosurgery || physiotherapy || urology,trust,True
Chennai Care Hospital,specialty hospital,India,Chennai,"34 Lakeview Ave, Chennai, India",13.009971,80.235654,1000,cardiology || gastroenterology || hematology || orthopedics || psychiatry,public,True
Hisar Medical College & Hospital,general hospital,India,Hisar,"394 Ring Rd, Hisar, India",29.211642,75.714605,250,dermatology || emergency || ent || gynecology || ophthalmology || orthopedics || psychiatry || urology,public,False
Singapore General Hospital,specialty hospital,Singapore,Singapore,"462 College Rd, Singapore, Singapore",1.316481,103.769899,150,dental || gastroenterology || nephrology || urology,public,False
Aligarh Care Hospital,specialty hospital,India,Aligarh,"85 Temple Rd, Aligarh, India",27.873936,78.101385,50,gastroenterology || hematology || physiotherapy || radiology,public,True
Osaka Care Hospital #27,general hospital,Japan,Osaka,"442 Main Bazaar Rd, Osaka, Japan",34.769603,135.580094,300,cardiology || dental || dermatology || ent || gynecology || nephrology || pulmonology,private,True
Beijing General Hospital,general hospital,China,Beijing,"87 Green Park Rd, Beijing, China",39.909975,116.376924,400,ent || gastroenterology || physiotherapy || pulmonology,public,True
Lucknow Medical Center #28,general hospital,India,Lucknow,"307 College Rd, Lucknow, India",26.876257,80.892219,750,neurosurgery || pediatrics || urology,private,True
Guwahati Medical Center #29,general hospital,India,Guwahati,"406 Park Ave, Guwahati, India",26.196106,91.808168,300,dental || gastroenterology || nephrology || ophthalmology || orthopedics || psychiatry || radiology,trust,True
Jabalpur Superspeciality Hospital,general hospital,India,Jabalpur,"408 Park Ave, Jabalpur, India",23.199646,79.973319,750,gastroenterology || hematology || neurosurgery || ophthalmology || radiology,private,True
Udaipur Superspeciality Hospital,general hospital,India,Udaipur,"699 Green Park Rd, Udaipur, India",24.64397,73.639735,25,orthopedics || physiotherapy || psychiatry,private,False
Panipat Medical College & Hospital,general hospital,India,Panipat,"311 Church St, Panipat, India",29.371134,77.013189,1200,emergency || gastroenterology || hematology || nephrology || neurosurgery,trust,True
Srinagar Medical College & Hospital,specialty hospital,India,Srinagar,"369 Green Park Rd, Srinagar, India",34.027767,74.812361,100,emergency || gynecology || neurosurgery || oncology || physiotherapy || radiology || urology,public,False
Singapore Medical College & Hospital #30,general hospital,Singapore,Singapore,"228 Hospital Rd, Singapore, Singapore",1.427286,103.874539,400,dental || ent || neurosurgery || orthopedics || physiotherapy || psychiatry || pulmonology || radiology,private,True
Mumbai Multispeciality Hospital #31,general hospital,India,Mumbai,"985 MG Road, Mumbai, India",19.070991,72.864071,100,hematology || oncology || urology,public,False
Kochi Multispeciality Hospital #32,specialty hospital,India,Kochi,"464 Park Ave, Kochi, India",9.86022,76.325656,400,dermatology || gynecology || oncology,public,True
Moradabad City Infirmary,specialty hospital,India,Moradabad,"529 Lakeview Ave, Moradabad, India",28.918555,78.852762,200,gastroenterology || gynecology || nephrology || orthopedics || psychiatry || pulmonology || radiology,private,True
Singapore Superspeciality Hospital,general hospital,Singapore,Singapore,"5 Sunrise Blvd, Singapore, Singapore",1.395138,103.890963,500,emergency || gynecology || pediatrics || pulmonology,public,True
Tiruchirappalli Multispeciality Hospital,specialty hospital,India,Tiruchirappalli,"612 Sector 21 Rd, Tiruchirappalli, India",10.750076,78.696787,50,ent || gastroenterology || gynecology || nephrology || neurosurgery || oncology || urology,public,False
Shiraz Medical Center,general hospital,Iran,Shiraz,"245 High St, Shiraz, Iran",29.664448,52.600688,75,hematology || pulmonology || urology,private,True
Chandigarh Medical College & Hospital #33,specialty hospital,India,Chandigarh,"711 Lakeview Ave, Chandigarh, India",30.760772,76.798301,100,emergency || hematology || neurosurgery || oncology || ophthalmology || physiotherapy || pulmonology,private,False
Tokyo Superspeciality Hospital,teaching hospital,Japan,Tokyo,"518 College Rd, Tokyo, Japan",35.614369,139.677752,200,dermatology || emergency || nephrology || ophthalmology || physiotherapy || psychiatry,private,False
Bengaluru Care Hospital,general hospital,India,Bengaluru,"800 Main Bazaar Rd, Bengaluru, India",13.015171,77.597826,500,dental || dermatology || ent || gynecology || hematology || oncology || ophthalmology,private,False
Rohtak General Hospital,general hospital,India,Rohtak,"224 NH 48, Rohtak, India",28.903805,76.61635,500,dermatology || neurosurgery || oncology,private,True
Tokyo Superspeciality Hospital,specialty hospital,Japan,Tokyo,"706 Hill Rd, Tokyo, Japan",35.660757,139.591742,25,cardiology || gastroenterology || gynecology || hematology || nephrology || orthopedics || physiotherapy || pulmonology,private,False
Surat Health Institute,general hospital,India,Surat,"587 Temple Rd, Surat, India",21.211022,72.85035,300,dental || dermatology || ent || gynecology || hematology || nephrology || radiology,public,False
Vijayawada Health Institute,specialty hospital,India,Vijayawada,"693 Sector 21 Rd, Vijayawada, India",16.460274,80.589819,25,dermatology || gastroenterology || hematology || nephrology || neurosurgery || pediatrics,private,False
Srinagar Care Hospital,teaching hospital,India,Srinagar,"466 College Rd, Srinagar, India",34.059794,74.811687,150,cardiology || emergency || physiotherapy || psychiatry || radiology,private,True
Ludhiana Medical College & Hospital,general hospital,India,Ludhiana,"217 College Rd, Ludhiana, India",30.890961,75.921942,100,dental || hematology || oncology || physiotherapy || radiology,trust,False
Madrid General Hospital #34,specialty hospital,Spain,Madrid,"471 Oak St, Madrid, Spain",40.419038,-3.658416,150,dental || psychiatry || pulmonology,public,False
Warangal City Infirmary,general hospital,India,Warangal,"896 Temple Rd, Warangal, India",17.988434,79.652078,750,emergency || pediatrics || urology,public,False
Mysuru Care Hospital,specialty hospital,India,Mysuru,"440 MG Road, Mysuru, India",12.239332,76.707654,150,cardiology || dermatology || emergency || gynecology || oncology || ophthalmology || orthopedics || physiotherapy,private,True
Coimbatore Medical Center,general hospital,India,Coimbatore,"136 College Rd, Coimbatore, India",10.978119,76.949262,1200,emergency || gastroenterology || neurosurgery,private,True
Cuttack Care Hospital #35,specialty hospital,India,Cuttack,"772 Ring Rd, Cuttack, India",20.461319,85.8554,250,cardiology || dental || emergency || ent || hematology || neurosurgery || oncology || radiology,public,True
Isfahan Multispeciality Hospital,general hospital,Iran,Isfahan,"103 Ring Rd, Isfahan, Iran",32.613023,51.600138,50,gastroenterology || physiotherapy || urology,trust,False
Vadodara Medical Center,specialty hospital,India,Vadodara,"739 High St, Vadodara, India",22.247687,73.125504,50,cardiology || ent || hematology || oncology || ophthalmology || orthopedics || radiology || urology,public,False
Osaka Medical Center,specialty hospital,Japan,Osaka,"73 Hospital Rd, Osaka, Japan",34.71624,135.451401,100,hematology || radiology || urology,public,False
Ludhiana City Infirmary,teaching hospital,India,Ludhiana,"789 MG Road, Ludhiana, India",30.964451,75.853111,250,cardiology || emergency || physiotherapy,public,True
Bareilly Medical College & Hospital,specialty hospital,India,Bareilly,"514 NH 48, Bareilly, India",28.314571,79.381166,25,dermatology || emergency || ent || gastroenterology || hematology || pediatrics,public,False
Montreal Health Institute,specialty hospital,Canada,Montreal,"855 MG Road, Montreal, Canada",45.44893,-73.602826,75,dental || dermatology || ent || nephrology || neurosurgery,trust,True
Hyderabad Care Hospital,specialty hospital,India,Hyderabad,"180 Station Rd, Hyderabad, India",17.319192,78.426002,150,cardiology || hematology || pulmonology,private,True
Rohtak Care Hospital #36,general hospital,India,Rohtak,"800 Temple Rd, Rohtak, India",28.848513,76.584883,150,cardiology || dermatology || gynecology || hematology || nephrology || pediatrics || psychiatry || radiology,private,False
Guwahati Health Institute #37,teaching hospital,India,Guwahati,"171 Hill Rd, Guwahati, India",26.174963,91.66249,400,dental || gynecology || neurosurgery || pediatrics,private,True
Los Angeles General Hospital,general hospital,United States,Los Angeles,"154 Lakeview Ave, Los Angeles, United States",34.072664,-118.310619,500,dental || nephrology || neurosurgery,public,True
Sydney Health Institute #38,specialty hospital,Australia,Sydney,"54 Lakeview Ave, Sydney, Australia",-33.80146,151.139072,100,dermatology || emergency || ent || gastroenterology,trust,False
Melbourne Medical Center,general hospital,Australia,Melbourne,"206 High St, Melbourne, Australia",-37.764608,145.002822,75,dental || gastroenterology || neurosurgery || oncology || physiotherapy || psychiatry || urology,private,False
Bareilly Superspeciality Hospital #39,teaching hospital,India,Bareilly,"25 Church St, Bareilly, India",28.320496,79.409676,150,cardiology || dental || ent || gastroenterology || orthopedics || radiology || urology,private,False
Amritsar Superspeciality Hospital,teaching hospital,India,Amritsar,"996 Ring Rd, Amritsar, India",31.652921,74.851326,150,dermatology || emergency || nephrology || neurosurgery || orthopedics || pediatrics || physiotherapy || psychiatry,private,True
Birmingham Medical Center,specialty hospital,United Kingdom,Birmingham,"404 MG Road, Birmingham, United Kingdom",52.525795,-1.964531,75,dermatology || ent || gynecology || hematology || nephrology || ophthalmology || physiotherapy,trust,False
Hisar Health Institute,general hospital,India,Hisar,"77 Sunrise Blvd, Hisar, India",29.183336,75.784933,200,dental || gynecology || hematology || physiotherapy,public,True
Ludhiana Health Institute,general hospital,India,Ludhiana,"316 Main Bazaar Rd, Ludhiana, India",30.906103,75.794425,150,emergency || gynecology || nephrology || oncology || pulmonology,private,False
Panipat Health Institute #40,specialty hospital,India,Panipat,"992 Hill Rd, Panipat, India",29.396119,76.922295,75,dermatology || emergency || ent || nephrology || oncology || pediatrics,public,True
Nellore Superspeciality Hospital #41,general hospital,India,Nellore,"813 Ring Rd, Nellore, India",14.422965,79.909711,100,cardiology || dermatology || neurosurgery,public,False
Aurangabad Medical Center,general hospital,India,Aurangabad,"833 MG Road, Aurangabad, India",19.830032,75.3157,50,emergency || orthopedics || psychiatry,private,True
Barcelona Medical Center #42,general hospital,Spain,Barcelona,"173 NH 48, Barcelona, Spain",41.449884,2.183575,250,cardiology || emergency || gastroenterology || ophthalmology || orthopedics || physiotherapy || pulmonology || radiology,public,True
Cuttack City Infirmary #43,specialty hospital,India,Cuttack,"252 High St, Cuttack, India",20.508767,85.882551,50,dental || dermatology || ent || hematology || nephrology || ophthalmology,public,False
Moradabad Superspeciality Hospital,specialty hospital,India,Moradabad,"814 Oak St, Moradabad, India",28.844537,78.787195,300,dental || oncology || ophthalmology || physiotherapy || psychiatry || urology,private,True
Agra Superspeciality Hospital #44,specialty hospital,India,Agra,"288 Maple Ave, Agra, India",27.165766,77.948513,100,dermatology || ent || gynecology || neurosurgery || pulmonology || urology,private,True
Shiraz General Hospital,teaching hospital,Iran,Shiraz,"590 Sector 21 Rd, Shiraz, Iran",29.569893,52.607047,200,gastroenterology || neurosurgery || physiotherapy || pulmonology || radiology,private,True
Vijayawada Health Institute,specialty hospital,India,Vijayawada,"577 Sunrise Blvd, Vijayawada, India",16.483175,80.725842,200,cardiology || dental || dermatology || oncology || ophthalmology || pulmonology,public,True
