SEARCH KEYWORD,MODIFIED KEYWORD,QCR KEYWORD,ATTRIBUTE EXTRACTION FLAG,SOLR EXECUTION,SOLR STATUS,ALFA EXECUTION,ALFA STATUS,MARS EXECUTION,MARS STATUS,MERI EXECUTION,MERI STATUS,CHATGPT EXECUTION,CHATGPT STATUS,ENSEMBLE RUN,SOLR_INFO,ALFA_INFO,MARS_INFO,MERI_INFO,CHATGPT_INFO,ID 1,NAME 1,MCAT_ACCURACY_LEVEL 1,ID 2,NAME 2,MCAT_ACCURACY_LEVEL 2,ID 3,NAME 3,MCAT_ACCURACY_LEVEL 3,ID 4,NAME 4,MCAT_ACCURACY_LEVEL 4,ID 5,NAME 5,MCAT_ACCURACY_LEVEL 5
Notebook,notebook,Notebook,0,TRUE,success,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,solr-info: [ 32856   |   Notebook   |   High || 68836   |   Writing Notebook   |   Medium || 181508   |   School Notebook   |   Medium || 95205   |   Student Notebook   |   Medium || 184972   |   Classmate Notebook   |   Medium || 7720   |   Spiral Notebooks   |   Medium || 224009   |   A4 Notebook   |   Medium || 191663   |   A5 Notebook   |   Medium || 95199   |   Soft Cover Notebook   |   Medium || 148268   |   Graph Notebook   |   Medium || 95130   |   Custom Notebook   |   Medium || 164288   |   Hardbound Notebook   |   Medium || 227   |   Leather Notebooks   |   Medium || 150903   |   Eco-Friendly Notebook   |   Medium || 99492   |   Handmade Notebook   |   Medium || 650643   |   A4 Spiral Notebook   |   Medium || 25601   |   Composition Notebooks   |   Medium || 116838   |   PU Cover Notebook   |   Medium || 94839   |   Promotional Notebook   |   Medium || 194390   |   Navneet Notebook   |   Medium || 192795   |   Sundaram Notebook   |   Medium || 95137   |   Fabric Cover Notebook   |   Medium || 155258   |   Stone Paper Notebook   |   Medium || 6959   |   Embroidered Notebook   |   Medium || 95147   |   Memo Notebook   |   Medium || 193248   |   Bilt Notebook   |   Medium || 104172   |   Cartoon Notebook   |   Medium || 656544   |   Laboratory Notebook   |   Medium || 109855   |   Embossment Notebook   |   Medium || 653743   |   Camlin Notebook   |   Medium || 654018   |   Doms Notebook   |   Medium || 179520   |   Notebook Printing Services   |   Medium || 441825   |   Plantable Notepad   |   Medium ],alfa-info: [ 32856   |   notebook   |   High ],mars-info: [ 32856   |   Notebook   |   High ],[],[],32856,Notebook,High,68836,Writing Notebook,Medium,181508,School Notebook,Medium,109855,Embossment Notebook,Medium,95137,Fabric Cover Notebook,Medium
Non Woven Filter Bag,non woven filter bag,Non Woven Filter Bag,0,TRUE,success,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,solr-info: [ 69128   |   Non Woven Filter Bag   |   High || 6347   |   Filter Bags   |   Medium ],alfa-info: [ 69128   |   non woven filter bag   |   High ],mars-info: [ 69128   |   Non Woven Filter Bag   |   High ],[],[],69128,Non Woven Filter Bag,High,6347,Filter Bags,Medium,6749,Dust Collector,Low,27009,Dust Collector Bags,Low,189342,Non Woven Filter Fabric,Low
cake box,cake box,cake box,0,TRUE,success,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,solr-info: [ 23061   |   Cake Box   |   High || 651620   |   Bomb Cake Box   |   Medium || 145572   |   Cupcake Boxes   |   Medium ],alfa-info: [ 23061   |   cake box   |   High ],mars-info: [ 23061   |   Cake Box   |   High ],[],[],23061,Cake Box,High,651620,Bomb Cake Box,Medium,145572,Cupcake Boxes,Medium,1416,Corrugated Box,Low,39305,Sweet Boxes,Low
DC Power Supply,dc power supply,DC Power Supply,0,TRUE,success,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,solr-info: [ 25377   |   DC Power Supply   |   High || 43491   |   Switch Mode Power Supply   |   Medium || 20985   |   Power Supply Systems   |   Medium || 167352   |   AC DC Power Supplies   |   Medium || 223860   |   Keithley DC Power Supply   |   Medium || 223849   |   Renesas DC Power Supply   |   Medium || 223851   |   STMicroelectronics DC Power Supply   |   Medium || 223853   |   Toshiba DC Power Supply   |   Medium || 223848   |   Analog Devices DC Power Supply   |   Medium || 223850   |   Sanken Electric DC Power Supply   |   Medium || 223852   |   Texas Instruments DC Power Supply   |   Medium || 223854   |   Wurth Elektronik DC Power Supply   |   Medium ],alfa-info: [ 25377   |   dc power supply   |   High ],mars-info: [ 25377   |   DC Power Supply   |   High ],[],[],25377,DC Power Supply,High,43491,Switch Mode Power Supply,Medium,20985,Power Supply Systems,Medium,223849,Renesas DC Power Supply,Medium,223848,Analog Devices DC Power Supply,Medium
Sujata Mixer Grinder,sujata mixer grinder,Sujata Mixer Grinder,0,TRUE,success,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,solr-info: [ 189461   |   Sujata Mixer Grinder   |   High || 5177   |   Mixer Grinder   |   High || 225654   |   Sujata Juicer Mixer Grinder   |   Medium || 156792   |   Domestic Juicer Mixer Grinder   |   Medium ],alfa-info: [ 189461   |   sujata mixer grinder   |   High ],mars-info: [ 189461   |   Sujata Mixer Grinder   |   High ],[],[],189461,Sujata Mixer Grinder,High,5177,Mixer Grinder,Medium,225654,Sujata Juicer Mixer Grinder,Medium,156792,Domestic Juicer Mixer Grinder,Medium,184475,Heavy Duty Mixer Grinder,Low
High Pressure Pumps,high pressure pumps,High Pressure Pumps,0,TRUE,success,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,solr-info: [ 30344   |   High Pressure Pumps   |   High || 187669   |   Multistage High Pressure Pump   |   High || 30318   |   High Pressure Booster Pumps   |   Medium || 5305   |   Multistage Pumps   |   Medium || 204197   |   CRI High Pressure Pumps   |   Medium || 205837   |   Grundfos High Pressure Pumps   |   Medium || 193630   |   Bosch High Pressure Pumps   |   Medium || 212383   |   Shakti High Pressure Pumps   |   Medium || 193563   |   Annovi Reverberi High Pressure Pumps   |   Medium || 212254   |   SAMES KREMLIN High Pressure Pumps   |   Medium || 205841   |   Texmo High Pressure Pumps   |   Medium || 209883   |   CNP High Pressure Pumps   |   Medium || 212988   |   UT Pumps & Systems High Pressure Pumps   |   Medium || 193783   |   Dharani High Pressure Pumps   |   Medium || 213619   |   Hydratech High Pressure Pumps   |   Medium || 210557   |   Goma High Pressure Pumps   |   Medium || 658366   |   Danfoss High Pressure Pump   |   Medium || 210979   |   JTEC High Pressure Pumps   |   Medium || 214361   |   PowerMaster High Pressure Pumps   |   Medium || 204188   |   Lubi Pressure Pumps   |   Medium || 204203   |   Enerpac Hydraulic Pumps   |   Medium ],alfa-info: [ 30344   |   high pressure pumps   |   High ],mars-info: [ 30344   |   High Pressure Pumps   |   High ],[],[],30344,High Pressure Pumps,High,187669,Multistage High Pressure Pump,High,30318,High Pressure Booster Pumps,Medium,212254,SAMES KREMLIN High Pressure Pumps,Medium,214361,PowerMaster High Pressure Pumps,Medium
Eye Speculum,eye speculum,Eye Speculum,0,TRUE,success,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,solr-info: [ 14253   |   Eye Speculum   |   High || 137903   |   Speculum   |   Medium ],alfa-info: [ 14253   |   eye speculum   |   High ],mars-info: [ 14253   |   Eye Speculum   |   High ],[],[],14253,Eye Speculum,High,137903,Speculum,Medium,68976,Surgical Instruments,Low,7538,Ophthalmic Equipment,Low,7540,Ophthalmic Surgical Instruments,Low
GFC Kit,gfc kit,GFC Kit,0,TRUE,success,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,solr-info: [ 650442   |   GFC Kit   |   High || 209042   |   PRP Kit   |   Medium || 207932   |   PRP Tubes   |   Medium ],alfa-info: [ 650442   |   gfc kit   |   High ],mars-info: [ 650442   |   GFC Kit   |   High ],[],[],650442,GFC Kit,High,209042,PRP Kit,Medium,207932,PRP Tubes,Medium,177435,EDTA Tube,Low,177433,Vacuum Blood Collection Tube,Low
Sluice Valve,sluice valve,Sluice Valve,0,TRUE,success,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,solr-info: [ 9553   |   Sluice Valve   |   High || 138810   |   Cast Iron Sluice Valve   |   Medium || 138806   |   Cast Iron Double Flange Sluice Valve   |   Medium || 11948   |   Gate & Sluice Valves   |   Medium || 365284   |   Kirloskar Sluice Valve   |   Medium ],alfa-info: [ 9553   |   sluice valve   |   High ],mars-info: [ 9553   |   Sluice Valve   |   High ],[],[],9553,Sluice Valve,High,138810,Cast Iron Sluice Valve,High,138806,Cast Iron Double Flange Sluice Valve,Medium,11948,Gate & Sluice Valves,Medium,365284,Kirloskar Sluice Valve,Medium
Car CNG Kit Installation Service,car cng kit installation service,Car CNG Kit Installation Service,0,TRUE,success,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,solr-info: [ 161699   |   Car CNG Kit Installation Service   |   High || 193667   |   Auto CNG Kit Installation Service   |   Medium || 147352   |   Car CNG Kit   |   Medium ],alfa-info: [ 161699   |   car cng kit installation service   |   High ],mars-info: [ 161699   |   Car CNG Kit Installation Service   |   High ],[],[],161699,Car CNG Kit Installation Service,High,193667,Auto CNG Kit Installation Service,Medium,147352,Car CNG Kit,Medium,151233,CNG Sequential Injection Kit,Low,118746,CNG Kit,Low
Ceiling Fan Downrod,ceiling fan downrod,Ceiling Fan Downrod,0,TRUE,success,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,solr-info: [ 146982   |   Ceiling Fan Downrod   |   High || 69017   |   Fan Parts   |   Medium ],alfa-info: [ 146982   |   ceiling fan downrod   |   High ],mars-info: [ 146982   |   Ceiling Fan Downrod   |   High ],[],[],146982,Ceiling Fan Downrod,High,69017,Fan Parts,Medium,436,Ceiling Fans,Low,171211,Plastic Fan Blade,Low,188515,Ceiling Fan Box,Low
Jewelry Packaging Box,jewelry packaging box,Jewelry Packaging Box,0,TRUE,success,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,solr-info: [ 108879   |   Jewelry Packaging Box   |   High || 10360   |   Jewelry Box   |   Medium || 112864   |   Necklace Jewelry Boxes   |   Medium ],alfa-info: [ 108879   |   jewelry packaging box   |   High ],mars-info: [ 108879   |   Jewelry Packaging Box   |   High ],[],[],108879,Jewelry Packaging Box,High,10360,Jewelry Box,Medium,112864,Necklace Jewelry Boxes,Medium,36448,Rigid Boxes,Low,99630,Ring Box,Low
Adhesive Bandages,adhesive bandages,Adhesive Bandages,0,TRUE,success,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,solr-info: [ 21317   |   Adhesive Bandages   |   High || 27162   |   Elastic Adhesive Bandage   |   Medium || 27164   |   Elastic Bandages   |   Medium || 1140   |   Bandages   |   Medium || 345659   |   Hansaplast Adhesive Bandage   |   Medium ],alfa-info: [ 21317   |   adhesive bandages   |   High ],mars-info: [ 21317   |   Adhesive Bandages   |   High ],[],[],21317,Adhesive Bandages,High,27162,Elastic Adhesive Bandage,Medium,27164,Elastic Bandages,Medium,345659,Hansaplast Adhesive Bandage,Medium,1140,Bandages,Medium
Book Racks,book racks,Book Racks,0,TRUE,success,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,solr-info: [ 12251   |   Book Racks   |   High || 12522   |   Bookshelves   |   High || 19396   |   Wooden Bookshelf   |   High || 212350   |   SDF Racks Book Racks   |   Medium || 212502   |   SOLO Book Racks   |   Medium || 211401   |   Metal Tech Book Racks   |   Medium || 213629   |   KEBICA Book Racks   |   Medium || 210658   |   Hare Krishna Furniture Book Racks   |   Medium || 209847   |   Chameza Book Racks   |   Medium || 212172   |   Royal Decor Book Racks   |   Medium || 87972   |   Library Rack   |   Medium || 178152   |   Steel Bookshelf   |   Medium ],alfa-info: [ 12251   |   book racks   |   High ],mars-info: [ 12251   |   Book Racks   |   High ],[],[],12251,Book Racks,High,12522,Bookshelves,Medium,19396,Wooden Bookshelf,Medium,209847,Chameza Book Racks,Medium,178152,Steel Bookshelf,Medium
Bay Leaf,bay leaf,Bay Leaf,0,TRUE,success,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,solr-info: [ 4291   |   Bay Leaf   |   High || 122728   |   Masala   |   Medium ],alfa-info: [ 4291   |   bay leaf   |   High ],mars-info: [ 4291   |   Bay Leaf   |   High ],[],[],4291,Bay Leaf,High,122728,Masala,Medium,4150,Ayurvedic Indian Herbs,Low,191119,Whole Spices,Low,42489,Saffron,Low
Celebration Firework,celebration firework,Celebration Firework,0,TRUE,success,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,solr-info: [ 85000   |   Celebration Firework   |   High || 235605   |   Cold Fireworks   |   Medium || 85002   |   Colorful Cracker   |   Medium ],alfa-info: [ 85000   |   celebration firework   |   High ],mars-info: [ 85000   |   Celebration Firework   |   High ],[],[],85000,Celebration Firework,High,235605,Cold Fireworks,Medium,85002,Colorful Cracker,Medium,652220,Pyro Gun,Low,443018,Colour Smoke Bomb,Low
Moong Dal,moong dal,Moong Dal,0,TRUE,success,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,solr-info: [ 5233   |   Moong Dal   |   High || 146840   |   Green Moong   |   Medium || 1571   |   Pulses   |   Medium || 184698   |   Organic Moong Dal   |   Medium || 182277   |   Roasted Moong Dal   |   Medium ],alfa-info: [ 5233   |   moong dal   |   High ],mars-info: [ 5233   |   Moong Dal   |   High ],[],[],5233,Moong Dal,High,146840,Green Moong,High,1571,Pulses,Medium,184698,Organic Moong Dal,Medium,182277,Roasted Moong Dal,Medium
Frozen Animal Semen,frozen animal semen,Frozen Animal Semen,0,TRUE,success,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,solr-info: [ 162880   |   Frozen Animal Semen   |   High || 162669   |   Artificial Insemination Gun   |   Medium || 5345   |   Veterinary Instruments   |   Medium ],alfa-info: [ 162880   |   frozen animal semen   |   High ],mars-info: [ 162880   |   Frozen Animal Semen   |   High ],[],[],162880,Frozen Animal Semen,High,162669,Artificial Insemination Gun,Medium,5345,Veterinary Instruments,Medium,87759,Liquid Nitrogen Container,Low,148162,Artificial Insemination Sheaths,Low
vanilla ice cream,vanilla ice cream,vanilla ice cream,0,TRUE,success,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,solr-info: [ 55868   |   Vanilla Ice Cream   |   High || 21019   |   Ice Cream   |   Medium ],alfa-info: [ 55868   |   vanilla ice cream   |   High ],mars-info: [ 55868   |   Vanilla Ice Cream   |   High ],[],[],55868,Vanilla Ice Cream,High,21019,Ice Cream,Medium,30767,Ice Cream Cones,Low,184912,Amul Ice Cream,Low,42379,Milk Products,Low
plastic buckets,plastic buckets,plastic buckets,0,TRUE,success,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,solr-info: [ 6039   |   Plastic Buckets   |   High || 78893   |   Bucket and Mug   |   Medium || 40946   |   Water Bucket   |   Medium || 94745   |   Storage Bucket   |   Medium || 235738   |   Milton Plastic Buckets   |   Medium || 235742   |   Nayasa Plastic Buckets   |   Medium || 235741   |   Cello Plastic Buckets   |   Medium || 222439   |   Finepack Plastic Buckets   |   Medium ],alfa-info: [ 6039   |   plastic buckets   |   High ],mars-info: [ 6039   |   Plastic Buckets   |   High ],[],[],6039,Plastic Buckets,High,78893,Bucket and Mug,Medium,40946,Water Bucket,Medium,235738,Milton Plastic Buckets,Medium,222439,Finepack Plastic Buckets,Medium
Jio Mobile Phones,jio mobile phones,Jio Mobile Phones,0,TRUE,success,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,solr-info: [ 207565   |   Jio Mobile Phones   |   High || 5190   |   Mobile Phones   |   High || 31269   |   Key Phone   |   Medium ],alfa-info: [ 207565   |   jio mobile phones   |   High ],mars-info: [ 207565   |   Jio Mobile Phones   |   High ],[],[],207565,Jio Mobile Phones,High,5190,Mobile Phones,Medium,31269,Key Phone,Medium,179822,Apple iPhone,Low,32822,Mobile Phone LCD Screen,Low
Glass Staircase,glass staircase,Glass Staircase,0,TRUE,success,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,solr-info: [ 126797   |   Glass Staircase   |   High || 96394   |   Stainless Steel Staircase   |   Medium || 56074   |   Glass Railing   |   Medium || 43954   |   Staircase   |   Medium ],alfa-info: [ 126797   |   glass staircase   |   High ],mars-info: [ 126797   |   Glass Staircase   |   High ],[],[],126797,Glass Staircase,High,96394,Stainless Steel Staircase,High,56074,Glass Railing,Medium,43954,Staircase,Medium,180434,Stainless Steel Glass Railing,Low
Indian Sarees,indian sarees,Indian Sarees,0,TRUE,success,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,solr-info: [ 10950   |   Indian Sarees   |   High || 6242   |   Fancy Sarees   |   High || 12972   |   Designer Sarees   |   Medium ],alfa-info: [ 10950   |   indian sarees   |   High ],mars-info: [ 10950   |   Indian Sarees   |   High ],[],[],10950,Indian Sarees,High,6242,Fancy Sarees,Medium,12972,Designer Sarees,Medium,178189,Uniform Saree,Low,184540,Mekhela Chadar,Low
School Furniture,school furniture,School Furniture,0,TRUE,success,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,solr-info: [ 1822   |   School Furniture   |   High || 32892   |   Nursery School Furniture   |   High || 139936   |   School and College Furniture   |   High || 1821   |   Kids School Table and Chair Set   |   High || 107119   |   School Benches And Desks   |   Medium || 37137   |   School Desk   |   Medium || 181800   |   Play School Furniture   |   Medium || 218606   |   Ok Play School Furniture   |   Medium ],alfa-info: [ 1822   |   school furniture   |   High ],mars-info: [ 1822   |   School Furniture   |   High ],[],[],1822,School Furniture,High,32892,Nursery School Furniture,Medium,139936,School and College Furniture,Medium,1821,Kids School Table and Chair Set,Medium,181800,Play School Furniture,Medium
Stainless Steel Scrubber,stainless steel scrubber,Stainless Steel Scrubber,0,TRUE,success,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,solr-info: [ 38154   |   Stainless Steel Scrubber   |   High || 3847   |   Cleaning Scrubbers   |   Medium || 184789   |   Dish Scrubber   |   Medium || 7917   |   Steel Scrub Sponge   |   Medium ],alfa-info: [ 38154   |   stainless steel scrubber   |   High ],mars-info: [ 38154   |   Stainless Steel Scrubber   |   High ],[],[],38154,Stainless Steel Scrubber,High,3847,Cleaning Scrubbers,Medium,184789,Dish Scrubber,Medium,7917,Steel Scrub Sponge,Medium,8460,Scrub Pads,Low
Motorcycle,motorcycle,Motorcycle,0,TRUE,success,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,solr-info: [ 20873   |   Motorcycle   |   High || 72920   |   Power Bike   |   High || 841   |   Two Wheelers   |   High || 184971   |   Honda Motorcycle   |   Medium || 189173   |   Bajaj Bikes   |   Medium || 189351   |   Yamaha Bike   |   Medium || 189350   |   Hero Bike   |   Medium || 72892   |   ATV Motorcycle   |   Medium || 183871   |   Cruiser Motorcycle   |   Medium || 78117   |   Sport Motorcycle   |   Medium || 33329   |   Motor Scooters   |   Medium || 21435   |   All Terrain Vehicle   |   Medium || 32803   |   Mini Scooter   |   Medium || 187172   |   TVS Bike   |   Medium || 183401   |   Royal Enfield Bikes   |   Medium || 72921   |   Racing Bike   |   Medium ],alfa-info: [ 20873   |   motorcycle   |   High ],mars-info: [ 20873   |   Motorcycle   |   High ],[],[],20873,Motorcycle,High,72920,Power Bike,Medium,841,Two Wheelers,Medium,21435,All Terrain Vehicle,Medium,183401,Royal Enfield Bikes,Medium
Baby Dolls,baby dolls,Baby Dolls,0,TRUE,success,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,solr-info: [ 22711   |   Baby Dolls   |   High || 187508   |   Barbie Doll   |   Medium || 50444   |   Soft Doll   |   Medium ],alfa-info: [ 22711   |   baby dolls   |   High ],mars-info: [ 22711   |   Baby Dolls   |   High ],[],[],22711,Baby Dolls,High,187508,Barbie Doll,Medium,50444,Soft Doll,Medium,20595,Kids Toys,Low,4187,Baby Toys,Low
tender coconut,tender coconut,tender coconut,0,TRUE,success,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,solr-info: [ 156361   |   Tender Coconut   |   High || 101983   |   Coconut   |   Medium || 136179   |   Raw Coconut   |   Medium ],alfa-info: [ 156361   |   tender coconut   |   High ],mars-info: [ 156361   |   Tender Coconut   |   High ],[],[],156361,Tender Coconut,High,101983,Coconut,Medium,136179,Raw Coconut,Medium,156476,Semi Husked Coconut,Low,156360,Husked Coconut,Low
truck mounted drill rig,truck mounted drill rig,truck mounted drill rig,0,TRUE,success,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,solr-info: [ 144764   |   Truck Mounted Drill Rig   |   High || 68032   |   Water Well Drilling Rigs   |   Medium || 6722   |   Drilling Rigs   |   Medium ],alfa-info: [ 144764   |   truck mounted drill rig   |   High ],mars-info: [ 144764   |   Truck Mounted Drill Rig   |   High ],[],[],144764,Truck Mounted Drill Rig,High,68032,Water Well Drilling Rigs,High,6722,Drilling Rigs,Medium,135879,Bore Well Drilling Machine,Low,181791,Tractor Mounted Drilling Rig,Low
